[ItemPickupLog] [2025-08-02T20:07:30.4084133] Picked up GameItem{name=Casket, id=2714, amount=197} at Position{x=3217, y=3234, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:36.1182989] Picked up GameItem{name=Chef's hat, id=1949, amount=1} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:37.3205883] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:37.3215901] Picked up GameItem{name=Coins, id=995, amount=3,999} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:37.9237273] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2282, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:37.9237273] Picked up GameItem{name=Bread, id=2309, amount=1} at Position{x=2282, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:37.9247271] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2282, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:37.9247271] Picked up GameItem{name=Mind rune, id=558, amount=5} at Position{x=2282, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:37.9257267] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:37.9257267] Picked up GameItem{name=Earth rune, id=557, amount=5} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:37.9267271] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:37.9267271] Picked up GameItem{name=Tinderbox, id=590, amount=1} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:37.9277277] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:37.9277277] Picked up GameItem{name=Clean guam, id=249, amount=1} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.1238322] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2281, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.1238322] Picked up GameItem{name=Coins, id=995, amount=4,234} at Position{x=2281, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.1238322] Picked up GameItem{name=Small Coin Bag, id=10832, amount=1} at Position{x=2281, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.1258331] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2286, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.1258331] Picked up GameItem{name=Coins, id=995, amount=3,534} at Position{x=2286, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.126833] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2282, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.126833] Picked up GameItem{name=Coins, id=995, amount=4,875} at Position{x=2282, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.128833] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2278, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.128833] Picked up GameItem{name=Coins, id=995, amount=736} at Position{x=2278, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.1298322] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2277, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.1298322] Picked up GameItem{name=Coins, id=995, amount=5,205} at Position{x=2277, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.1308332] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2287, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.1308332] Picked up GameItem{name=Coins, id=995, amount=574} at Position{x=2287, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.1318354] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.1318354] Picked up GameItem{name=Coins, id=995, amount=3,619} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.132834] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2277, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.132834] Picked up GameItem{name=Coins, id=995, amount=3,003} at Position{x=2277, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.1338336] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2285, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.1338336] Picked up GameItem{name=Coins, id=995, amount=3,113} at Position{x=2285, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.7249426] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.7249426] Picked up GameItem{name=Air rune, id=556, amount=5} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:39.7249426] Picked up GameItem{name=Small Coin Bag, id=10832, amount=1} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:40.9282879] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:40.9282879] Picked up GameItem{name=Coins, id=995, amount=5,022} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:40.929289] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2284, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:40.929289] Picked up GameItem{name=Coins, id=995, amount=4,544} at Position{x=2284, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:40.93029] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:40.93029] Picked up GameItem{name=Coins, id=995, amount=4,656} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:40.9312898] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2285, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:40.9312898] Picked up GameItem{name=Coins, id=995, amount=1,214} at Position{x=2285, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:40.9322914] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:40.9322914] Picked up GameItem{name=Coins, id=995, amount=2,176} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:40.9322914] Picked up GameItem{name=Armadyl crossbow, id=11785, amount=1} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:43.3349577] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:43.3349577] Picked up GameItem{name=Air rune, id=556, amount=5} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:43.3359425] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2284, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:43.3359425] Picked up GameItem{name=Fire rune, id=554, amount=5} at Position{x=2284, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:43.3369452] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2282, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:43.3369452] Picked up GameItem{name=Bucket, id=1925, amount=1} at Position{x=2282, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:43.3379444] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2285, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:43.3379444] Picked up GameItem{name=Air rune, id=556, amount=5} at Position{x=2285, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:43.3389467] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2281, y=4775, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:43.3389467] Picked up GameItem{name=Wizard hat, id=579, amount=1} at Position{x=2281, y=4775, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:43.3399463] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2282, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:43.3399463] Picked up GameItem{name=Earth rune, id=557, amount=5} at Position{x=2282, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:43.3409461] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:43.3409461] Picked up GameItem{name=Mind rune, id=558, amount=5} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:43.3419457] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2278, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:43.3419457] Picked up GameItem{name=Air rune, id=556, amount=5} at Position{x=2278, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:43.3439476] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:43.3439476] Picked up GameItem{name=Wizard hat, id=579, amount=1} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:43.3449475] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:43.3449475] Picked up GameItem{name=Burnt meat, id=2146, amount=1} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:44.5383694] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2284, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:44.5383694] Picked up GameItem{name=Coins, id=995, amount=4,056} at Position{x=2284, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:46.3526314] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2285, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:46.3526314] Picked up GameItem{name=Bucket, id=1925, amount=1} at Position{x=2285, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5536044] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2281, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5536044] Picked up GameItem{name=Coins, id=995, amount=793} at Position{x=2281, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5556077] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5556077] Picked up GameItem{name=Coins, id=995, amount=768} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5576074] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5576074] Picked up GameItem{name=Coins, id=995, amount=3,506} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5576074] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2280, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5576074] Picked up GameItem{name=Coins, id=995, amount=2,410} at Position{x=2280, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5586095] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2280, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5586095] Picked up GameItem{name=Coins, id=995, amount=1,148} at Position{x=2280, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5596083] Picked up GameItem{name=Anglerfish, id=13442, amount=47} at Position{x=2280, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5596083] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2284, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5596083] Picked up GameItem{name=Coins, id=995, amount=3,743} at Position{x=2284, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5616092] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2286, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5616092] Picked up GameItem{name=Coins, id=995, amount=2,075} at Position{x=2286, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5616092] Picked up GameItem{name=Berserker ring (i), id=11773, amount=1} at Position{x=2286, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5626094] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2284, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5626094] Picked up GameItem{name=Coins, id=995, amount=4,672} at Position{x=2284, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5636109] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5636109] Picked up GameItem{name=Coins, id=995, amount=5,245} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5646103] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5646103] Picked up GameItem{name=Coins, id=995, amount=4,625} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5656113] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5656113] Picked up GameItem{name=Coins, id=995, amount=1,178} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5666117] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2285, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5666117] Picked up GameItem{name=Coins, id=995, amount=4,556} at Position{x=2285, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:47.5666117] Picked up GameItem{name=Experience Lamp, id=2528, amount=1} at Position{x=2285, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.3599902] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.3599902] Picked up GameItem{name=Coins, id=995, amount=3,744} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.3599902] Picked up GameItem{name=Gloves of ruin, id=27434, amount=1} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.3599902] Picked up GameItem{name=Armadyl crossbow, id=11785, amount=1} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.3599902] Picked up GameItem{name=Small Coin Bag, id=10832, amount=1} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.3619904] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.3619904] Picked up GameItem{name=Coins, id=995, amount=2,104} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.3619904] Picked up GameItem{name=Saradomin brew(4), id=6686, amount=49} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.3619904] Picked up GameItem{name=Archers ring, id=6733, amount=1} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.9589568] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2282, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.9589568] Picked up GameItem{name=Burnt meat, id=2146, amount=1} at Position{x=2282, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.9599568] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2282, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.9599568] Picked up GameItem{name=Burnt meat, id=2146, amount=1} at Position{x=2282, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.960955] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2282, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.960955] Picked up GameItem{name=Cooked meat, id=2142, amount=1} at Position{x=2282, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.9619575] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.9619575] Picked up GameItem{name=Water rune, id=555, amount=5} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.9619575] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2282, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.9619575] Picked up GameItem{name=Clean guam, id=249, amount=1} at Position{x=2282, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.9629558] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2283, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.9629558] Picked up GameItem{name=Cooked meat, id=2142, amount=1} at Position{x=2283, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.9639561] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2280, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.9639561] Picked up GameItem{name=Water rune, id=555, amount=5} at Position{x=2280, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.964957] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.964957] Picked up GameItem{name=Burnt meat, id=2146, amount=1} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.965957] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.965957] Picked up GameItem{name=Hammer, id=2347, amount=1} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.966957] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2283, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:49.966957] Picked up GameItem{name=Cabbage, id=1965, amount=1} at Position{x=2283, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:51.162255] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2285, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:51.162255] Picked up GameItem{name=Coins, id=995, amount=3,584} at Position{x=2285, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:51.763487] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2287, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:51.763487] Picked up GameItem{name=Bread, id=2309, amount=1} at Position{x=2287, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3781533] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2281, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3781533] Picked up GameItem{name=Coins, id=995, amount=3,106} at Position{x=2281, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3791547] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2284, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3791547] Picked up GameItem{name=Coins, id=995, amount=3,155} at Position{x=2284, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3801538] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3801538] Picked up GameItem{name=Coins, id=995, amount=1,548} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3811543] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2280, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3811543] Picked up GameItem{name=Coins, id=995, amount=1,190} at Position{x=2280, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3821545] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3821545] Picked up GameItem{name=Coins, id=995, amount=3,053} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3821545] Picked up GameItem{name=Small Coin Bag, id=10832, amount=1} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3831543] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2284, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3831543] Picked up GameItem{name=Coins, id=995, amount=1,604} at Position{x=2284, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3841554] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2285, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3841554] Picked up GameItem{name=Coins, id=995, amount=996} at Position{x=2285, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3851554] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3851554] Picked up GameItem{name=Coins, id=995, amount=3,146} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3851554] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2279, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3861543] Picked up GameItem{name=Coins, id=995, amount=3,011} at Position{x=2279, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3861543] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3861543] Picked up GameItem{name=Coins, id=995, amount=1,913} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3871547] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.3871547] Picked up GameItem{name=Coins, id=995, amount=2,907} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.9802869] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.9802869] Picked up GameItem{name=Clean guam, id=249, amount=1} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.9812883] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2283, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.9812883] Picked up GameItem{name=Air rune, id=556, amount=5} at Position{x=2283, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.982288] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.982288] Picked up GameItem{name=Clean guam, id=249, amount=1} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.982288] Picked up GameItem{name=Small Coin Bag, id=10832, amount=1} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.9832892] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2284, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.9832892] Picked up GameItem{name=Bucket, id=1925, amount=1} at Position{x=2284, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.9842892] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2282, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.9842892] Picked up GameItem{name=Mind rune, id=558, amount=5} at Position{x=2282, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.9862895] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2284, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.9862895] Picked up GameItem{name=Chef's hat, id=1949, amount=1} at Position{x=2284, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.9862895] Picked up GameItem{name=Small Coin Bag, id=10832, amount=1} at Position{x=2284, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.9872892] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2279, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.9872892] Picked up GameItem{name=Bucket, id=1925, amount=1} at Position{x=2279, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.9882895] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2279, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.9882895] Picked up GameItem{name=Bucket, id=1925, amount=1} at Position{x=2279, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.9892907] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2284, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.9892907] Picked up GameItem{name=Chef's hat, id=1949, amount=1} at Position{x=2284, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.9902913] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=2284, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T20:01:55.9902913] Picked up GameItem{name=Burnt meat, id=2146, amount=1} at Position{x=2284, y=4772, z=0}, owner mercy
